Date,Close,High,Low,Open,Volume
,^FTAS,^FTAS,^FTAS,^FTAS,^FTAS
2005-06-17,2544.590087890625,2553.139892578125,2528.949951171875,2528.949951171875,0
2005-06-20,2541.3798828125,2544.760009765625,2536.419921875,2544.639892578125,0
2005-06-21,2544.169921875,2549.4599609375,2540.85009765625,2541.409912109375,0
2005-06-22,2553.429931640625,2557.389892578125,2542.06005859375,2544.199951171875,0
2005-06-23,2561.699951171875,2564.719970703125,2553.419921875,2553.419921875,0
2005-06-24,2544.340087890625,2561.68994140625,2540.1298828125,2561.68994140625,0
2005-06-27,2526.2900390625,2544.31005859375,2525.14990234375,2544.31005859375,0
2005-06-28,2547.860107421875,2547.860107421875,2526.280029296875,2526.280029296875,0
2005-06-29,2556.5400390625,2561.110107421875,2547.85009765625,2547.85009765625,0
2005-06-30,2560.169921875,2570.0,2551.610107421875,2556.56005859375,0
2005-07-01,2583.89990234375,2583.89990234375,2556.949951171875,2560.1298828125,0
2005-07-04,2593.340087890625,2594.97998046875,2583.909912109375,2583.949951171875,0
2005-07-05,2594.530029296875,2597.2900390625,2588.050048828125,2593.3701171875,0
2005-07-06,2615.659912109375,2618.530029296875,2594.550048828125,2594.550048828125,0
2005-07-07,2579.739990234375,2615.659912109375,2515.550048828125,2615.659912109375,0
2005-07-08,2617.6298828125,2617.6298828125,2579.85009765625,2579.85009765625,0
2005-07-11,2624.760009765625,2629.050048828125,2617.639892578125,2617.639892578125,0
2005-07-12,2612.739990234375,2626.679931640625,2612.719970703125,2624.760009765625,0
2005-07-13,2625.320068359375,2628.010009765625,2612.72998046875,2612.72998046875,0
2005-07-14,2629.590087890625,2640.0400390625,2625.31005859375,2625.31005859375,0
2005-07-15,2615.719970703125,2629.60009765625,2612.320068359375,2629.60009765625,0
2005-07-18,2607.070068359375,2628.27001953125,2606.719970703125,2615.72998046875,0
2005-07-19,2600.389892578125,2613.169921875,2595.989990234375,2607.0400390625,0
2005-07-20,2607.39990234375,2620.919921875,2598.389892578125,2600.360107421875,0
2005-07-21,2611.31005859375,2626.60009765625,2593.3798828125,2607.39990234375,0
2005-07-22,2621.31005859375,2622.239990234375,2604.27001953125,2611.320068359375,0
2005-07-25,2633.860107421875,2635.530029296875,2621.320068359375,2621.320068359375,0
2005-07-26,2627.6201171875,2637.2099609375,2626.989990234375,2633.85009765625,0
2005-07-27,2633.860107421875,2638.639892578125,2627.6298828125,2627.6298828125,0
2005-07-28,2638.06005859375,2642.89990234375,2633.860107421875,2633.860107421875,0
2005-07-29,2644.75,2654.780029296875,2638.080078125,2638.080078125,0
2005-08-01,2649.1201171875,2653.139892578125,2644.760009765625,2644.760009765625,0
2005-08-02,2665.889892578125,2666.800048828125,2649.139892578125,2649.139892578125,0
2005-08-03,2669.719970703125,2669.719970703125,2656.199951171875,2665.889892578125,0
2005-08-04,2663.219970703125,2669.719970703125,2656.580078125,2669.719970703125,0
2005-08-05,2662.739990234375,2674.1298828125,2659.330078125,2663.219970703125,0
2005-08-08,2675.080078125,2679.110107421875,2662.739990234375,2662.739990234375,0
2005-08-09,2684.489990234375,2684.489990234375,2675.080078125,2675.080078125,0
2005-08-10,2691.929931640625,2694.3798828125,2679.06005859375,2684.510009765625,0
2005-08-11,2682.22998046875,2692.1298828125,2680.860107421875,2691.93994140625,0
2005-08-12,2677.2900390625,2689.590087890625,2676.159912109375,2682.239990234375,0
2005-08-15,2676.739990234375,2686.56005859375,2674.949951171875,2677.300048828125,0
2005-08-16,2667.010009765625,2683.639892578125,2664.60009765625,2676.760009765625,0
2005-08-17,2652.5400390625,2667.0,2648.659912109375,2667.0,0
2005-08-18,2640.9599609375,2658.010009765625,2640.199951171875,2652.530029296875,0
2005-08-19,2661.320068359375,2661.320068359375,2640.949951171875,2640.949951171875,0
2005-08-22,2665.10009765625,2669.2099609375,2661.320068359375,2661.320068359375,0
2005-08-23,2658.1298828125,2665.10009765625,2655.10009765625,2665.10009765625,0
2005-08-24,2647.52001953125,2658.1201171875,2645.22998046875,2658.1201171875,0
2005-08-25,2638.10009765625,2647.530029296875,2635.68994140625,2647.530029296875,0
2005-08-26,2627.580078125,2650.199951171875,2627.580078125,2638.10009765625,0
2005-08-30,2640.580078125,2646.60009765625,2627.580078125,2627.580078125,0
2005-08-31,2659.2099609375,2660.139892578125,2640.580078125,2640.580078125,0
2005-09-01,2675.39990234375,2681.0400390625,2659.219970703125,2659.219970703125,0
2005-09-02,2674.610107421875,2679.929931640625,2671.050048828125,2675.389892578125,0
2005-09-05,2679.0,2680.389892578125,2671.860107421875,2674.6201171875,0
2005-09-06,2688.030029296875,2690.820068359375,2679.02001953125,2679.02001953125,0
2005-09-07,2693.47998046875,2695.159912109375,2688.030029296875,2688.030029296875,0
2005-09-08,2680.949951171875,2693.489990234375,2680.5,2693.489990234375,0
2005-09-09,2690.830078125,2691.2900390625,2680.93994140625,2680.93994140625,0
2005-09-12,2699.919921875,2700.489990234375,2690.840087890625,2690.840087890625,0
2005-09-13,2681.030029296875,2700.929931640625,2678.0400390625,2699.919921875,0
2005-09-14,2686.2900390625,2686.2900390625,2676.610107421875,2681.030029296875,0
2005-09-15,2701.89990234375,2703.2099609375,2684.6298828125,2686.2900390625,0
2005-09-16,2713.800048828125,2718.360107421875,2697.85009765625,2701.89990234375,0
2005-09-19,2724.409912109375,2726.780029296875,2705.68994140625,2713.820068359375,0
2005-09-20,2719.0,2731.260009765625,2716.889892578125,2724.43994140625,0
2005-09-21,2695.179931640625,2719.0,2695.179931640625,2719.0,0
2005-09-22,2701.25,2705.489990234375,2688.919921875,2695.169921875,0
2005-09-23,2714.330078125,2714.9599609375,2700.669921875,2701.25,0
2005-09-26,2732.39990234375,2732.949951171875,2714.35009765625,2714.35009765625,0
2005-09-27,2729.8701171875,2739.1298828125,2727.659912109375,2732.409912109375,0
2005-09-28,2752.010009765625,2752.010009765625,2729.8798828125,2729.8798828125,0
2005-09-29,2744.72998046875,2758.679931640625,2739.60009765625,2752.0400390625,0
2005-09-30,2745.7900390625,2757.739990234375,2740.669921875,2744.72998046875,0
2005-10-03,2756.75,2762.330078125,2745.489990234375,2745.7900390625,0
2005-10-04,2754.219970703125,2756.760009765625,2745.2900390625,2756.760009765625,0
2005-10-05,2721.2900390625,2754.2099609375,2721.2900390625,2754.2099609375,0
2005-10-06,2692.070068359375,2721.239990234375,2686.1298828125,2721.239990234375,0
2005-10-07,2686.300048828125,2702.5,2683.550048828125,2692.0400390625,0
2005-10-10,2692.780029296875,2702.679931640625,2686.300048828125,2686.300048828125,0
2005-10-11,2697.18994140625,2706.590087890625,2692.340087890625,2692.800048828125,0
2005-10-12,2678.56005859375,2697.18994140625,2678.56005859375,2697.18994140625,0
2005-10-13,2639.169921875,2678.56005859375,2635.699951171875,2678.56005859375,0
2005-10-14,2643.300048828125,2651.429931640625,2630.3701171875,2639.179931640625,0
2005-10-17,2648.0400390625,2653.570068359375,2641.820068359375,2643.330078125,0
2005-10-18,2637.489990234375,2655.389892578125,2636.419921875,2648.0400390625,0
2005-10-19,2587.199951171875,2637.4599609375,2587.199951171875,2637.4599609375,0
2005-10-20,2588.830078125,2620.489990234375,2581.56005859375,2587.2099609375,0
2005-10-21,2577.469970703125,2588.860107421875,2572.7900390625,2588.860107421875,0
2005-10-24,2610.090087890625,2610.75,2577.4599609375,2577.469970703125,0
2005-10-25,2598.659912109375,2614.60009765625,2598.659912109375,2610.110107421875,0
2005-10-26,2623.010009765625,2624.2099609375,2598.669921875,2598.669921875,0
2005-10-27,2599.169921875,2623.02001953125,2594.340087890625,2623.02001953125,0
2005-10-28,2610.280029296875,2615.31005859375,2585.580078125,2599.139892578125,0
2005-10-31,2664.39990234375,2664.39990234375,2610.320068359375,2610.320068359375,0
2005-11-01,2678.919921875,2680.800048828125,2659.110107421875,2664.39990234375,0
2005-11-02,2689.510009765625,2689.5400390625,2668.949951171875,2678.909912109375,0
2005-11-03,2725.070068359375,2725.070068359375,2689.530029296875,2689.530029296875,0
2005-11-04,2721.3798828125,2731.1298828125,2718.760009765625,2725.070068359375,0
2005-11-07,2740.169921875,2745.56005859375,2719.2099609375,2721.3798828125,0
2005-11-08,2740.070068359375,2749.6298828125,2735.889892578125,2740.179931640625,0
2005-11-09,2730.389892578125,2743.090087890625,2730.360107421875,2740.06005859375,0
2005-11-10,2724.5400390625,2742.5400390625,2724.5400390625,2730.39990234375,0
2005-11-11,2744.179931640625,2745.489990234375,2724.5400390625,2724.5400390625,0
2005-11-14,2748.340087890625,2753.550048828125,2741.43994140625,2744.179931640625,0
2005-11-15,2735.860107421875,2748.320068359375,2729.179931640625,2748.320068359375,0
2005-11-16,2730.10009765625,2735.8701171875,2712.5,2735.85009765625,0
2005-11-17,2745.10009765625,2753.56005859375,2730.1201171875,2730.1201171875,0
2005-11-18,2765.340087890625,2778.669921875,2745.110107421875,2745.110107421875,0
2005-11-21,2767.0,2771.739990234375,2761.090087890625,2765.2900390625,0
2005-11-22,2776.080078125,2778.090087890625,2767.0,2767.0,0
2005-11-23,2785.300048828125,2785.300048828125,2772.6298828125,2776.090087890625,0
2005-11-24,2775.989990234375,2787.97998046875,2771.280029296875,2785.300048828125,0
2005-11-25,2782.8701171875,2786.139892578125,2775.989990234375,2775.989990234375,0
2005-11-28,2763.31005859375,2796.840087890625,2762.909912109375,2782.8798828125,0
2005-11-29,2770.580078125,2777.159912109375,2752.409912109375,2763.2900390625,0
2005-11-30,2741.050048828125,2770.580078125,2741.050048828125,2770.580078125,0
2005-12-01,2770.820068359375,2773.909912109375,2741.050048828125,2741.050048828125,0
2005-12-02,2793.1298828125,2793.1298828125,2770.840087890625,2770.840087890625,0
2005-12-05,2784.7900390625,2794.60009765625,2780.179931640625,2793.1298828125,0
2005-12-06,2797.260009765625,2800.639892578125,2783.070068359375,2784.7900390625,0
2005-12-07,2794.080078125,2813.179931640625,2789.2099609375,2797.260009765625,0
2005-12-08,2792.35009765625,2794.080078125,2776.639892578125,2794.080078125,0
2005-12-09,2788.280029296875,2792.35009765625,2781.860107421875,2792.35009765625,0
2005-12-12,2782.360107421875,2802.7099609375,2780.0400390625,2788.280029296875,0
2005-12-13,2785.830078125,2794.1201171875,2781.969970703125,2782.360107421875,0
2005-12-14,2790.5,2792.1201171875,2784.030029296875,2785.830078125,0
2005-12-15,2781.1201171875,2794.760009765625,2779.780029296875,2790.5,0
2005-12-16,2799.0400390625,2806.739990234375,2781.1201171875,2781.1201171875,0
2005-12-19,2803.530029296875,2806.219970703125,2797.2900390625,2799.0400390625,0
2005-12-20,2807.110107421875,2808.419921875,2797.1201171875,2803.530029296875,0
2005-12-21,2827.110107421875,2827.1298828125,2807.110107421875,2807.110107421875,0
2005-12-22,2834.110107421875,2834.110107421875,2826.090087890625,2827.110107421875,0
2005-12-23,2835.1201171875,2838.760009765625,2830.760009765625,2834.110107421875,0
2005-12-28,2846.1298828125,2846.1298828125,2833.52001953125,2835.1201171875,0
2005-12-29,2856.429931640625,2857.969970703125,2846.1298828125,2846.1298828125,0
2005-12-30,2847.02001953125,2857.219970703125,2836.919921875,2856.429931640625,0
2006-01-03,2878.64990234375,2878.64990234375,2847.02001953125,2847.02001953125,0
2006-01-04,2896.0,2896.0,2878.64990234375,2878.64990234375,0
2006-01-05,2883.81005859375,2899.02001953125,2881.7099609375,2896.0,0
2006-01-06,2901.860107421875,2901.860107421875,2883.81005859375,2883.81005859375,0
2006-01-09,2901.1298828125,2910.159912109375,2898.929931640625,2901.860107421875,0
2006-01-10,2880.590087890625,2901.1298828125,2878.8798828125,2901.1298828125,0
2006-01-11,2902.9599609375,2902.9599609375,2880.590087890625,2880.590087890625,0
2006-01-12,2905.2900390625,2908.840087890625,2901.010009765625,2902.9599609375,0
2006-01-13,2894.419921875,2905.2900390625,2884.7099609375,2905.2900390625,0
2006-01-16,2908.10009765625,2908.10009765625,2893.360107421875,2894.419921875,0
2006-01-17,2887.6298828125,2908.10009765625,2886.6201171875,2908.10009765625,0
2006-01-18,2870.6201171875,2887.6298828125,2856.139892578125,2887.6298828125,0
2006-01-19,2888.409912109375,2894.219970703125,2870.6201171875,2870.6201171875,0
2006-01-20,2880.739990234375,2905.409912109375,2878.75,2888.409912109375,0
2006-01-23,2872.89990234375,2880.739990234375,2855.739990234375,2880.739990234375,0
2006-01-24,2862.409912109375,2881.340087890625,2860.89990234375,2872.89990234375,0
2006-01-25,2898.3701171875,2898.3701171875,2862.409912109375,2862.409912109375,0
2006-01-26,2907.510009765625,2915.22998046875,2898.3701171875,2898.3701171875,0
2006-01-27,2941.080078125,2941.080078125,2907.510009765625,2907.510009765625,0
2006-01-30,2936.580078125,2944.080078125,2933.760009765625,2941.080078125,0
2006-01-31,2928.56005859375,2941.4599609375,2928.56005859375,2936.580078125,1061634500
2006-02-01,2951.1201171875,2955.469970703125,2921.159912109375,2928.56005859375,505716500
2006-02-02,2926.449951171875,2956.010009765625,2924.919921875,2951.1201171875,557124600
2006-02-03,2931.760009765625,2935.139892578125,2918.159912109375,2926.449951171875,470399700
2006-02-06,2939.699951171875,2946.219970703125,2931.760009765625,2931.760009765625,620534900
2006-02-07,2926.669921875,2943.43994140625,2921.35009765625,2939.699951171875,561299100
2006-02-08,2917.3798828125,2926.669921875,2894.679931640625,2926.669921875,518694200
2006-02-09,2958.8798828125,2958.8798828125,2917.3798828125,2917.3798828125,573543400
2006-02-10,2937.969970703125,2958.8798828125,2937.969970703125,2958.8798828125,708316400
2006-02-13,2950.72998046875,2950.72998046875,2936.139892578125,2937.969970703125,362265900
2006-02-14,2949.85009765625,2965.679931640625,2941.85009765625,2950.72998046875,394114400
2006-02-15,2950.06005859375,2958.47998046875,2944.0400390625,2949.85009765625,483185900
2006-02-16,2967.489990234375,2967.489990234375,2950.06005859375,2950.06005859375,456890100
2006-02-17,2979.739990234375,2985.47998046875,2964.699951171875,2967.489990234375,419973600
2006-02-20,2986.10009765625,2987.85009765625,2976.2900390625,2979.739990234375,154386100
2006-02-21,2983.9599609375,2996.860107421875,2983.429931640625,2986.10009765625,229908500
2006-02-22,2990.969970703125,2992.820068359375,2974.659912109375,2983.9599609375,254434600
2006-02-23,2975.360107421875,2992.989990234375,2972.85009765625,2990.969970703125,285779700
2006-02-24,2986.43994140625,2987.429931640625,2975.360107421875,2975.360107421875,264250300
2006-02-27,2994.489990234375,3000.139892578125,2986.43994140625,2986.43994140625,270130900
2006-02-28,2956.1201171875,2994.72998046875,2956.1201171875,2994.489990234375,364192200
2006-03-01,2981.070068359375,2981.070068359375,2952.199951171875,2956.1201171875,265999800
2006-03-02,2976.409912109375,2997.60009765625,2963.800048828125,2981.070068359375,279987900
2006-03-03,2986.02001953125,2989.22998046875,2963.340087890625,2976.409912109375,359122700
2006-03-06,3006.2900390625,3018.429931640625,2986.02001953125,2986.02001953125,343612800
2006-03-07,2984.639892578125,3006.2900390625,2973.06005859375,3006.2900390625,268820200
2006-03-08,2958.179931640625,2984.639892578125,2950.860107421875,2984.639892578125,300460000
2006-03-09,2979.699951171875,2980.469970703125,2958.179931640625,2958.179931640625,236246300
2006-03-10,3003.8798828125,3003.8798828125,2972.679931640625,2979.699951171875,250763200
2006-03-13,3030.3798828125,3031.889892578125,3003.8798828125,3003.8798828125,279761200
2006-03-14,3032.1201171875,3042.35009765625,3025.22998046875,3030.3798828125,299722300
2006-03-15,3042.030029296875,3046.72998046875,3032.1201171875,3032.1201171875,268807200
2006-03-16,3057.8701171875,3057.8701171875,3036.820068359375,3042.030029296875,293300300
2006-03-17,3062.179931640625,3081.68994140625,3057.8701171875,3057.8701171875,375330600
2006-03-20,3057.800048828125,3080.659912109375,3056.1201171875,3062.179931640625,253012700
2006-03-21,3056.260009765625,3057.800048828125,3041.7099609375,3057.800048828125,248601200
2006-03-22,3065.7900390625,3067.719970703125,3041.85009765625,3056.260009765625,288075200
2006-03-23,3058.300048828125,3075.81005859375,3051.77001953125,3065.7900390625,290567700
2006-03-24,3081.679931640625,3081.699951171875,3058.300048828125,3058.300048828125,298910500
2006-03-27,3051.25,3086.85009765625,3051.010009765625,3081.679931640625,217553300
2006-03-28,3033.75,3065.050048828125,3032.070068359375,3051.25,318247300
2006-03-29,3044.0400390625,3052.47998046875,3030.550048828125,3033.75,261029400
2006-03-30,3069.419921875,3078.27001953125,3044.0400390625,3044.0400390625,254117400
2006-03-31,3047.9599609375,3071.47998046875,3047.52001953125,3069.419921875,239764500
2006-04-03,3074.949951171875,3078.52001953125,3047.9599609375,3047.9599609375,226815900
2006-04-04,3067.43994140625,3074.949951171875,3058.02001953125,3074.949951171875,244063200
2006-04-05,3085.929931640625,3086.6298828125,3058.02001953125,3067.43994140625,297886600
2006-04-06,3087.820068359375,3099.06005859375,3083.919921875,3085.929931640625,268174200
2006-04-07,3078.239990234375,3100.2099609375,3075.8701171875,3087.820068359375,259941900
2006-04-10,3093.2099609375,3093.300048828125,3077.320068359375,3078.239990234375,221932800
2006-04-11,3065.60009765625,3104.110107421875,3065.179931640625,3093.2099609375,271841000
2006-04-12,3056.7099609375,3065.7900390625,3046.199951171875,3065.60009765625,257839200
2006-04-13,3072.31005859375,3073.530029296875,3052.06005859375,3056.7099609375,178204300
2006-04-18,3078.8701171875,3083.580078125,3072.31005859375,3072.31005859375,190208800
2006-04-19,3102.68994140625,3106.56005859375,3078.8701171875,3078.8701171875,252660000
2006-04-20,3100.06005859375,3113.25,3096.969970703125,3102.68994140625,282179000
2006-04-21,3124.669921875,3126.010009765625,3100.080078125,3100.080078125,223268900
2006-04-24,3110.320068359375,3126.030029296875,3110.320068359375,3124.669921875,191112700
2006-04-25,3106.030029296875,3124.219970703125,3104.840087890625,3110.320068359375,229724100
2006-04-26,3114.5400390625,3125.1201171875,3106.030029296875,3106.030029296875,232048300
2006-04-27,3092.010009765625,3114.5400390625,3078.89990234375,3114.5400390625,269558400
2006-04-28,3074.260009765625,3092.010009765625,3074.260009765625,3092.010009765625,236061500
2006-05-02,3101.719970703125,3105.010009765625,3074.260009765625,3074.260009765625,238022000
2006-05-03,3070.14990234375,3110.030029296875,3070.14990234375,3101.719970703125,277711900
2006-05-04,3084.389892578125,3087.169921875,3067.330078125,3070.159912109375,239601500
2006-05-05,3114.590087890625,3114.590087890625,3084.06005859375,3084.389892578125,250952700
2006-05-08,3105.590087890625,3133.090087890625,3103.489990234375,3114.590087890625,232061200
2006-05-09,3122.010009765625,3124.070068359375,3099.3701171875,3105.590087890625,276382200
2006-05-10,3111.219970703125,3123.110107421875,3110.14990234375,3122.010009765625,269916700
2006-05-11,3092.169921875,3126.280029296875,3092.169921875,3111.22998046875,230807000
2006-05-12,3024.25,3092.169921875,3024.25,3092.169921875,240222400
2006-05-15,2979.6201171875,3024.239990234375,2944.219970703125,3024.239990234375,291400800
2006-05-16,2981.409912109375,2996.6201171875,2962.169921875,2979.6201171875,296231800
2006-05-17,2897.18994140625,2993.429931640625,2897.18994140625,2981.409912109375,304223100
2006-05-18,2887.590087890625,2915.31005859375,2868.75,2897.18994140625,330473700
2006-05-19,2884.10009765625,2909.06005859375,2878.760009765625,2887.590087890625,266539800
2006-05-22,2811.68994140625,2884.10009765625,2805.25,2884.10009765625,292510200
2006-05-23,2893.419921875,2904.97998046875,2811.68994140625,2811.68994140625,358558900
2006-05-24,2846.510009765625,2893.409912109375,2836.969970703125,2893.409912109375,327283800
2006-05-25,2891.409912109375,2891.409912109375,2834.85009765625,2846.510009765625,262558900
2006-05-26,2954.919921875,2954.919921875,2891.409912109375,2891.409912109375,238559000
2006-05-30,2883.5,2954.919921875,2879.81005859375,2954.919921875,266811600
2006-05-31,2916.85009765625,2925.389892578125,2854.39990234375,2883.5,287800100
2006-06-01,2928.10009765625,2932.580078125,2896.5,2916.85009765625,247554700
2006-06-02,2941.02001953125,2955.330078125,2928.10009765625,2928.10009765625,232107100
2006-06-05,2935.760009765625,2952.239990234375,2926.81005859375,2940.830078125,146262600
2006-06-06,2883.139892578125,2935.760009765625,2878.860107421875,2935.760009765625,263947700
2006-06-07,2900.2099609375,2906.5400390625,2870.469970703125,2883.139892578125,267873600
2006-06-08,2825.239990234375,2900.2099609375,2825.239990234375,2900.2099609375,344449300
2006-06-09,2874.169921875,2881.419921875,2825.239990234375,2825.239990234375,247094800
2006-06-12,2857.27001953125,2879.409912109375,2853.610107421875,2874.169921875,210476100
2006-06-13,2800.820068359375,2857.27001953125,2777.449951171875,2857.27001953125,311284300
2006-06-14,2797.97998046875,2814.25,2781.090087890625,2800.820068359375,279399300
2006-06-15,2860.889892578125,2868.06005859375,2797.97998046875,2797.97998046875,289709600
2006-06-16,2851.530029296875,2902.070068359375,2850.6298828125,2860.889892578125,323165700
2006-06-19,2865.10009765625,2882.1201171875,2851.530029296875,2851.530029296875,173621400
